"","p_cntrl5062","p_cntrl8512","p_cntrl5029","p_cncr7136","p_cntrl2642","p_cncr2935","p_cntrl1116","p_cncr5626","p_cntrl1317","p_cncr3717","p_cntrl2476","p_cncr5310","p_cncr8118","p_cncr3092","p_cncr2842","p_cntrl9875","p_cncr9894","p_cncr6814","p_cncr5676","p_cncr1313","p_cntrl8815","p_cncr4019","p_cncr4932","p_cncr8502","p_cncr9042","p_cncr8563","p_cntrl3243","p_cncr1633","p_cncr3976","p_cncr8561"
"01011010001110100111",8720,22356,5669,427330,90247,4602,224341,2706,431982,1326,63016,590,1963,66021,1400,51975,1505528,8874,262449,212,19022,27010,127083,98562,1117324,179,31,68194,1110573,22935
"01101110110000011111",549444,551,13968,40844,114459,113348,527035,351555,13984,2684,142725545,2196170,1700864,117571,104229,2689002,1361578,603653,1408,11717543,7161,14912591,1726,104480,37925,9071,3276,7081,2322883,43087
"10110101111000110010",6746,883061,1698,119468,2947,46884,45464,82460,401699,150,6395486,2846,5031026,85278,62999,937653,111282,310628,93250,2552714,4484,10377,148969,11023,203,161,783472,13868821,63112,16563
"00000111101000000111",365928,483291,127461,382,637613,29416,6982874,17918,2289187,56355,835956,739,28421,269675,397878,333,693,62862,1736,22959,24592,1533,8888,4207,5777,9059,34217,6730,413914,26739
"10111101011001000011",2509,937,17452,180443,87,16558,2227169,1592,173188,1073,117520,2332,57301,840,56306,7368,14794,88364,163991,103,527,177,59112,5161,18801,1440,23914,123,2887589,23786
"10111011001010110110",367926,70055,140156,6186,956,15849,102074,126312,235463,17862,31685,9144,854731,3151,7230,1996,1376539,11975,4667,462995,30500,187801,3241,46333,1908,133829,1328,144069,27899,752575
"00010100001010100000",239032,1005621,971406,586100,887298,26218,25320,1489992,9724,7810,368614,721226,10082,20580,3169,31961,87376,336760,934414,143940,233863,2105710,1088562,62580,1421311,425390,142467,180037,553389,4266
"01101001000100010010",352395,12429,20651,530150,9322,239501,55000,1120,16607492,45268,63,362,122006,295,2679,7892,9594,29962,1748,2099,554,156330,24846,33010,32084,14523,789,1309,285769,1066143
"11001010101101010110",2802618,100749,138856,1976,194,278105,1088938,90882,35800,43492,6012,1684920,545013,107630,2278964,11109,678029,380796,199,10852,233116,371916,373763,501,7529,3799,158308,881357,154,62498
"10000111010011111000",1161095,46780,73,2841180,529732,8888,11040,68798598,362145,4246842,4894,7647114,92233,41989,443130,3089566,333381,71943,61731,15718,800,462,5016,143149,3109,3443580,626302,5122647,2571,614203
"00000011010011001101",261083,784319,359008,90450,29206,541212,1912,155,222,32753,2266,2675500,7794,17474,2372495,2996,899,22245003,241874,12161,36460,263028,518498,2361420,670963,91740,7755,1025756,774,212604
"10110010001101101010",3193,46357,970270,249558,121770,22189,218187,9564,55999,39443,32053,10082,51808,1778231,2173,98897,410312,280655,643,24131,331238,4001898,690,538249,17941,56700,544,20401,72743,2136886
"10101011101110010000",3567,2316287,566,3549,417310,10211,1708988,495173,11496,59134,401426,147,58732,4091,210943,30760,237569,47865,16073,35843,789429,44435131,3293916,840831,224759,14066,48946,856,70178,28131
"10100111010001110001",290130,35803,811712,26275,4044,1369,1755712,243914,1812354,276,10689,2660,12823,1453739,90519,16666,10865,4464,1438,6569,6370,3844,366425,223479,421990,188625,4081356,34347,57454862,314
"11100010111111110111",12751,1462,627244,211216,58018,16632,27319,13886,101355,209,75339,33175,20320,16393,150302,292827,18168,858126,38387,11844,7760313,1264,156182,524,331,4228,528303,248381,71715,248485
"10000100010011011000",1020068,43437,14696,569431,395029,19706,221289,95431,339566,2267,29960,2171133,212852,88346,11757,44558,194777,8183,26910,393125,99608,270090,159338,53305,1536854,24652,1725,3270,1173468,159976
"10111111110100010100",69716,242114,350729,26866,19639,52413,86290,3469,12411,60516,71838,770396,36382,750199,3188526,50806,4072551,31757,337,2535238,1648926,9941,19457,107214955,21571,51725,55854,5615,988492,319876
"10101001001101111000",10035,2038,98,12947,114561,10754,285680,24725,158532,65189,1068,77,63884,45267,231627,139,29357,32915,355749,9,5090,33961,447544,2679,190038,79106,591839,39,89005,76979
"10011100100001011010",439284,216440,212,8987,12557,3031407,52778,1474,1606023,2564,68,32488,99412,224,504767,18207,324,229,43552,32,46378,8789,521600,128550,12623,6827,37954,145,278324,3356
"01011000101000101110",77445,606,100965,1133,297952,18528,123947,2497,476424,1615372,2706,4264,1166021,2168,59758,305,322711,2444,2387,264,174607,419,789587,356219,26539,77581,7667,32073,5665335,2086
"00101101011100001110",257569,22599,400,14594,660,88981,51763,2325,591199,1353,18799,1941,228131,1027,50718,5253,409466,122952,11717,245,18723,483,155713,550364,3886,189439,15920,133,58546,1149
"01011101011111011010",1008,17386,94,12954,3606,6729,11750,15440,5379,7703,207,6738,51570,11724,271034,3134,80770,225638,22709,2527,527841,1493,54903,1499982,6282,1598183,5650,6,145768,44499
"00101101011000110101",72745,3412,590,67864,17617,79285,709208,3336,569877,2244,142,240,26674,1808,1793,3764,8735,121863,8200,26,33684,273,2441,3382,5575,677,12804,10,2096579,2243
"11010011000000010101",3312,1744,233050,31213,95358,4224,66344,72994,9607,57,39437,1241,16097,6881,56392,33569,54129,1396,553,136209,5933,55,13807,40589,251613,105072,488,143657,4542,8833
"00011101010000101100",379734,160526,518,9718,1943,4039,35616,937,1931,2832,8798,4791,57599,307,4582,47028,529974,34071,14718,1645,127925,254779,3440226,37041,40963,61583,846,1849,827992,2523
"11001000001100101110",2094,13214,339,2165781,87456,487394,227293,8618,107380,16239,179420,1838,1364427,22884,1165,9272,11020,726,133430,10,7800,63,163617,17192,509081,163,106,299,330727,5683
"11101111010111111000",89917,779182,33118,40730,326321,1666,283274,40215,17735,15941,2462350,27,5543662,47738,3408,189033,474154,49142,28058,2741,309642,27936,551464,36721,23964,69711,2117980,16651,1881370,286523
"10101100010100110111",431105,11477,588,59537,21884,14792,11432,157894,4178132,226,146,3418,6833,392920,124664,655,15898,916,17531,162,564430,346,3324,13775,120613,16450,667,85,4131925,3530
"10010101101101111011",112669,17,81051,282449,963487,6558,990654,80334,22747,2166054,7229,460,59739,473352,30561,87,799996,253541,199938,635977,39310,19609,1495468,1641,3464487,553,2473,1068102,4190046,20394634
"11010011101011100110",1050168,68761,50166,28249,1525,2635,2499377,58265,232430,2341,54547,57758,339168,198144,1549984,8172,473,5042,83155,19224,14982,77912,192983,493,1273696,6527,10611,52522,1279224,360300
"00001110100001101110",753024,210206,1780,20262,5409,264737,7900,22,90754,47722,152713,27233279,475050,571291,97328,4916,1115430,217596,3048,107822,199809,3705118,194445,900853,20537,379590,810702,92021,241256,797
"01101101010101001011",115305,15589,23094,677605,2900,1269079,1676,117977,27574,3437,252,154234,68556,19880,59049,26830,1780,1278,1997,5665,14886,167,235247,146356,1825,165019,24771,5360,5263485,246886
"11100001001101001110",243930,123002,5829,2009745,122402,4059461,1641,346921,699146,43617,247329,176545,58797798,947,6032344,49492,785635,805,2620,50485326,144208,87799,32259,185,1423349,339376,78758,43848,942769,257548
"10001010101110101001",1622,32224,4441,2496,610496,398506,59571,22253,25221129,180801,109143,186908,3962,505176,25275,7472,950953,46610,5425214,75820,825,36537,3252,31706707,33486,505623,591786,82437,704740,188269
"11100010001111101110",1015,14577,149557,553341,1933,59425,18472,796931,2458252,2221680,483172,602295,15801,1743,1620939,2260,11612,20583,3309,23575443,23433,25475,510507,541180,57406,233137,8422729,13597,72426,10432
"01101111101000000100",2301676,874954,399102,285452,1078,52773,321821,8650,7901,159529,1617382,7699,113155,20398,25184,2452206,20568,2945,265747,1244294,34840,818681,3020,2102,820191,84171,3196,87113,2091,606467
"11110100000000001000",655165,5713520,63653,54183,37148,3688,5391,7107,13679,1720,40704,31594,40040,5028,810,537330,259031,13479,18066,798075,503639,415341,67367,1052,100756,12158,280471,161669,32701,105154
"10011011000000000001",266499,223359,12330,41404,551581,16358,11758,1066,7561,7158,692982,30353,53901,8829,997794,104,4313,79226,7498,3861,2097,1445,1555,11802,349913,24120,4355,20386,323647,43449
"00000000010110101011",1392497,346,161524,114023,2242,12193,11109672,10403,36694,7509,444406,49444,9866247,12233,4489,1049761,194833,3536,5240,355583,24689,4548,28822,5718205,1441,5072,140511,340516,684460,7193626
"01001110011000110100",571832,44387,34144,4005330,2755551,71143,1183966,385507,920883,2411,35497,27577,150636,630181,380324,424863,5057,15700,106171,28250903,321,387036,84692,7985,10040,10271929,500,31431,17490,78324
"11000011011111111010",1667,337704,105219,41595,3741,13319,4003,6286,183722,507152,59651,3394,24252,2793,1169,60581,164354,4045667,27859,33234,4091,429387,18621867,32876,262,11905,1012254,55130,315362,16331
"10101111000110101011",37774,1287331,1681958,3396,12836564,792024,1442,8912760,137888,27309,22878,4042,102385,3556787,89454,131381,894835,479972,135048,1368734,388420,19463818,4513,198426,796605,19735,2017,1923195,22320,1718
"00111111011111110001",265954,92,435172,7554,621159,135198,366039,683,480819,34547,2995,42821,1483028,8715,316402,25836,1804,6556,567394,595,13385,355,156695,131,80270,3115,454909,320953,338457,989
"10111001110110100111",1961,58024,8119,125735,9838,2594,72689,36770,523527,2312,2200,4,23491,23821,7313,1,15675,174,14610,9,23660,0,12493,2515,16559,5885,541,16,1717465,54
"10100110111101101001",3150,2474,9835,10359,904,78069,61823,8682447,1297254,766600,2043418,887,13916,94134,13115,1103741,270887,12397,58240,377395,57596,29008,333055,43239,203601,1852269,581430,2112944,301030,4168
"01111110011000100001",23041553,7931,70038,16454,32757,59423,49731,18250,98879,21971,85340,1539,506443,10047,277460,5679,48912,9273,24904,575,2034,2651,26052,4064,2911761,586,22762,489437,23752,133737
"01001101101101100100",72,17063,3531,568110,6969,1824,97168,266,2852989,14426,1557,2004,3766070,28940,10628,56132,276021,3299,3888,707,8046,1394,322443,37580,4347,74200,3761,2314,180666,9664
"01110110000111010010",3244,6799,217789,28343,205963,35300,176353,54038,159792,6524,115534,24122,112057,144447,44610,311582,16893,143931,3373,25916,4789,155178,2541,7066,154713,33838679,108776,4364098,1476687,40308
"11100000001010010111",138638,6494,46594,15198,1787,750827,95954,46106,275604,5221,14379,2499,120709,66746,795,10135,86350,70400,6812,15879,78,132644,41572,78598,53576,45729,551027,1324,7301695,20518
"10000111011100010100",3992886,66143,770,13685812,100834,2810,6063,35582,1310137,120,81314,12154,110607,58649,142031,466,15999603,6002,3394,5517,9066,1573,225387,15757,12193,206086,6633,227960,1018417,1204096
"00111100010001001100",978,1449,276,33038,24659,20743,18349,62219,38200,503205,5128,48,98461,32262,679027,11749,6652,4167,5593,20916,7892,2779,350,15523,11868,1297,1016261,45,73287,773606
"11100010011011101101",6318,43486121,2073739,15337,20187,57356,18892,800,245554,326,23022,44122,4210698,377715,149464,296015,1860,6236563,475900,2275527,764344,1051161,35611,609184,66853,49106,851220,1189247,434180,4036
"01011010001101111000",750387,1029,17208,34003,1603758,84977,15998,54167,24569,87122,587019,14219,33667,25902,98883,1660,468316,384779,1987546,13142,32473,47602,94113,36293,15179,2128,255903,768,96529,2272
"10000000001101000111",550308,8492,79724,3467,21300,738477,2696,288,114699,4198,4643790,11857,121315,1297,12765,1234,11660,720343,56807755,3115,81912,697,9609,68490,66513,2035,553233,232090,64753,1005
"10011110010010000110",694,5251,223,64262,61060,66854,571925,1113,13309,3684495,20275,59082,32658,5816,440420,1606887,8929,74893,1431118,876734,8062,1392919,3437787,118133,28088,306137,1455977,2859,150938,2088
"00110011110001100010",67029,3030082,179372,3265,29065,263628,2513715,1848933,28400,3844,673738,19711,94145,21980,1285554,1055328,17957,1337794,23598,1507269,6196,2620,45243,4769,2770649,11932,284295,9973,632471,209697
"00001100110000100001",1955,896,1548,1178,20,139831,285786,67,6152400,15,479,1436,4934,5753,2019,963,17720,27956,848,75,41545,1213,3014,1124069,7654,42524,12292,271,4560990,19161
"00111110001101000110",6611,28891,5923,136293,113089,784123,437671,25467,82711,119247,13817,326980,2884863,3916,1817105,2172672,159945,4341,10902,24949,192766,450665,94095,24847,384087,72725,549125,19,146035,2268
"11001001110000100010",151561,5563,422,422418,24184,15310907,118473,57564,882143,6430,1552,5859,170795,58,224847,124,13099,29330,2242,878,160320,1221,25218,13502,25057,5989,740,34,5284,348
"01111001110001111010",1577,10861,69,36700,31213,346650,5051,3119511,120193,1070,6307,2586,124160,182466,181960,626,23296,6985,19118,1893,198155,10058,3214,12109,19593,38729,8324,1295,71455,8536
"01100111011111101111",78610,1136650,1416512,199370,67718,27188,25637,15667,1943,313070,169165,220698,662,2791006,16882,2381541,71337,1237684,3827,14690243,287154,32188,11627,253533,85307,4200,15537,23288,68728,123159
"10100101011100010101",60334,8106,7402,201,2070,209605,9502634,3425,16303,37198,42437,1077,2099,9124,1983,61884,3984,36637,214952,152243,6607,26758,7023,14162,128488,978243,489267,3120910,3820355,9835
"10100110011111011001",551140,65336,5451,383502,1025,41559,41049,117039,11262,255563,435477,15195,33487,363721,372215,8058,4614,146006,1347,644626,524725,2277817,41020,48660,453640,1598259,27675,186470,2510955,158580
"10111100110100010001",17258,982,215980,329933,114476,16490,35646,99,12844089,11,9201,528,224699,2992,27318,127878,3850,8929,4687,4,46955,635,3147,22457,22450,871,49252,3,26657340,521
"01011000010100010111",18190,1281,455,8030,9916,232389,5874,62689,2022567,511,666,8,36274,28342,46375,1294,3400,6282,960244,679,6515,242,16255,547,67146,182886,16744,2311,14299068,175
"11000011001111011111",11014430,157068,19503,867,1663615,10950752,31742,103771,129056,1382,2853733,988043,8076,519,23771474,3487,4837,294,277166,82253,129147,229142,13259,5646,20504,117293,107471,128,2698261,197690
"01110011100101010010",625094,53671,408,728351,1199458,35762,198691,52797,1408289,393213,271168,3204,368879,41106,1123276,612,10419,31632,304120,11606,12653,189863,8472,30274,164926,2923702,5777,5916,6181,6496
"10011010110110111111",308860,10026036,93382,10318,174527,11890,1716946,252981,315670,8442,608258,219026,33603,16537,942898,2240,219137,1610021,19117,31625,1152715,287715,15831,364541,3929,697517,272997,916914,30767,1597598
"11101011101010100011",38525,9999,124,13755,2593581,77030,10169395,3729,24126,992,246864,38889,5226,11594,48704,46218,1277,336553,160770,9950,4422905,3017,13879,381,3184529,2635,377,2212,546139,228579
"10100011010110110000",18345,51471,772849,6360,1115480,9799,87777,44184,185797,12360,91171,23961,50512,34653,50624,4652,138496,312070,3849,128326,108657,7184054,1434,557,131599,18144377,11412,21483,3389227,88369
"01101010100000110011",224246,16381,82565,63011,126111,245,1450393,13613,691367,209,48503,127,600882,132981,21218,3602,4497,78999,39561,1069,78347,164,219581,73,4212002,4022,66712,52630,267166,2339116
"11101110101010100100",178610,4684702,32656,5333232,3622,6758,137422,430731,2565937,2303932,372,4121,4146,621577,517388,50440,23062,356033,283475,13158,2496012,8536,20680217,153015,281003,1290,3417008,241587,411,101654
"10100001011011111011",91602,172231,472,20188,245734,224340,210219,35308,1894,1286,101180,5412,271,213230,722678,7843063,36608087,17030,15773,38,34893,22278,512792,40643,159951,4148,8244,711937,589774,1135250
"00010100001110101101",8500583,141945,31746,113910,72230,1140,11488,5589,4474326,27078,361622,74544,8997,1036700,35527,8716,5379,15850781,560244,752,6582,18424,720,13501,415294,701725,2154,246841,56859,9569
"01111011111010111100",26187,184240,110370,2025226,18227,887957,155899,19977,11897,1030780,68404,256448,50814,95657,182983,79866,15681,28833439,187000,165002,126394,42749,32512,9635,178755,2034,28663,4349,34922,144634
"00000100100100100000",56064,5039516,130996,114116,539478,1041981,7185,516449,409919,4216,31055,258557,171198,9348,108477,18670,231,635972,482184,140,118520,7305672,6046431,5495,23665,154472,12208,163718,1034941,881671
"10101001101111111101",284312,30099,2095,1108211,1197,10592,1387187,42507,2893714,4656,921075,3511,31591,949,25106,165869,44965,6699,17005,239,15233,227,60377,12635,10736,119549,11072,930,84070,4550
"01000000011010101110",50,3232228,5184582,69327,2230800,2216,4309270,79147,5667,1316,68872,16707016,845910,52474,28401,2387888,1280,44965,126274,7256,593627,663,892270,1684894,233,8304,50799,6817,1970696,24029
"01010111000001001011",1317479,27011,9807,31548,347971,40214,5230,33973,81873,57590,14266,243780,23330,326536,8352,36390,2416,73300,3250894,4853,8475,2392,6760671,2597,51983,778332,4153,47614,1147,6792
"01100010001110011010",880014,211268,449369,337151,525321,35804,4172,69267,1212,8492,71284,15064,16064,1390,76586,363406,46634,1782,16733,456685,32656,17964,140852,59601,13089,52390,168,2781,153018,1380263
"01001000110011100011",11037,30262,597,57065,22970,4852,62041,585,521944,496,3849,318062,59578,7118,20173,330,923,156953,5602,2572,20386,742,360,6858,93693,13103,186444,7,1666557,18802
"01111000111110001011",21102,3139,209,701458,3488,31701,36771,6528,371305,78872,6123,41286,230134,38928,2228,6457,3936,16795,361,70432,27930,2387,282,681075,124,16305,345,261,83184,53047
